Basin;Species;Status
Taramakau;Retropinna.retropinna;native
Taramakau;Rhombosolea.retiaria;native
Taramakau;Salmo.trutta;exotic
Taravo;Anguilla.anguilla;native
Taravo;Atherina.boyeri;native
Taravo;Gambusia.affinis;exotic
Taravo;Gymnocephalus.cernua;exotic
Taravo;Oncorhynchus.mykiss;exotic
Taravo;Phoxinus.phoxinus;exotic
Taravo;Salaria.fluviatilis;native
Taravo;Salmo.trutta;native
Taravo;Salvelinus.fontinalis;exotic
Tarcoles;Agonostomus.monticola;native
Tarcoles;Amphilophus.alfari;native
Tarcoles;Astyanax.fasciatus;native
Tarcoles;Awaous.banana;native
Tarcoles;Brachyrhaphis.rhabdophora;native
Tarcoles;Dormitator.maculatus;native
Tarcoles;Eleotris.picta;native
Tarcoles;Phallichthys.amates;native
Tarcoles;Poecilia.gillii;native
Tarcoles;Poeciliopsis.turrubarensis;native
Tarcoles;Pseudophallus.elcapitanensis;native
Tarcoles;Pseudophallus.starksii;native
Tarcoles;Rhamdia.nicaraguensis;native
Tarcoles;Cynodonichthys.isthmensis;native
Tarcoles;Sicydium.salvini;native
Tarcoles;Tomocichla.sieboldii;native
Tarim;Abbottina.rivularis;exotic
Tarim;Abramis.brama;exotic
Tarim;Hypophthalmichthys.nobilis;exotic
Tarim;Aspiorhynchus.laticeps;native
Tarim;Carassius.auratus;exotic
Tarim;Carassius.carassius;exotic
Tarim;Ctenopharyngodon.idella;exotic
Tarim;Cyprinus.carpio;exotic
Tarim;Diptychus.maculatus;native
Tarim;Gobio.gobio;exotic
Tarim;Gymnodiptychus.dybowskii;native
Tarim;Hemibarbus.maculatus;exotic
Tarim;Hypophthalmichthys.molitrix;exotic
Tarim;Megalobrama.terminalis;exotic
Tarim;Misgurnus.anguillicaudatus;exotic
Tarim;Mylopharyngodon.piceus;exotic
Tarim;Oryzias.latipes;exotic
Tarim;Oryzias.sinensis;exotic
Tarim;Perca.fluviatilis;exotic
Tarim;Plagiognathops.microlepis;exotic
Tarim;Pseudorasbora.parva;exotic
Tarim;Schizothorax.eurystomus;native
Tarim;Rhinogobius.giurinus;exotic
Tarim;Rutilus.rutilus;exotic
Tarim;Sander.lucioperca;exotic
Tarim;Schizothorax.biddulphi;native
Tarim;Schizothorax.curvifrons;native
Tarim;Siniperca.chuatsi;exotic
Tarim;Tinca.tinca;exotic
Tarim;Triplophysa.bombifrons;native
Tarim;Triplophysa.labiata;native
Tarim;Triplophysa.microps;native
Tarim;Triplophysa.stoliczkai;native
Tarim;Triplophysa.strauchii;native
Tarim;Hedinichthys.yarkandensis;native
Tassili;Barbus.callensis;native
Tassili;Barbus.deserti;native
Tassili;Clarias.gariepinus;exotic
Tassili;Tilapia.zillii;native
Tategami.un.1;Acanthogobius.flavimanus;native
Tategami.un.1;Anguilla.japonica;native
Tategami.un.1;Carassius.auratus;exotic
Tategami.un.1;Gymnogobius.castaneus;native
Tategami.un.1;Gnathopogon.elongatus;native
Tategami.un.1;Gymnogobius.urotaenia;native
Tategami.un.1;Misgurnus.anguillicaudatus;native
Tategami.un.1;Oryzias.latipes;native
Tategami.un.1;Rhinogobius.giurinus;native
Tategami.un.1;Tridentiger.brevispinis;native
Tategami.un.1;Tridentiger.obscurus;native
Tategami.un.1;Opsariichthys.pachycephalus;native
Tategami.un.2;Carassius.auratus;exotic
Tategami.un.2;Gnathopogon.elongatus;native
Tategami.un.2;Gymnogobius.urotaenia;native
Tategami.un.2;Misgurnus.anguillicaudatus;native
Tategami.un.2;Mugil.cephalus;native
Tategami.un.2;Oryzias.latipes;native
Tategami.un.2;Rhinogobius.giurinus;native
Tategami.un.2;Tridentiger.obscurus;native
Tauton;Acipenser.oxyrinchus;native
Tauton;Alosa.pseudoharengus;native
Tauton;Alosa.sapidissima;native
Tauton;Anguilla.rostrata;native
Tauton;Catostomus.commersonii;native
Tauton;Morone.americana;native
Tauton;Morone.saxatilis;native
Tauton;Petromyzon.marinus;native
Tauton;Salvelinus.fontinalis;native
Tavignano;Alosa.fallax;native
Tavignano;Anguilla.anguilla;native
Tavignano;Aphanius.fasciatus;native
Tavignano;Atherina.boyeri;native
Tavignano;Cyprinus.carpio;exotic
Tavignano;Gambusia.affinis;exotic
Tavignano;Liza.ramada;native
Tavignano;Mugil.cephalus;native
Tavignano;Perca.fluviatilis;exotic
Tavignano;Rutilus.rutilus;exotic
Tavignano;Salaria.fluviatilis;native
Tavignano;Salmo.trutta;native
Tavignano;Salvelinus.fontinalis;exotic
Tavignano;Sander.lucioperca;exotic
Tavignano;Scardinius.erythrophthalmus;exotic
Tavignano;Tinca.tinca;native
Tay;Acipenser.sturio;native
Tay;Alosa.alosa;native
Tay;Anguilla.anguilla;native
Tay;Barbatula.barbatula;native
Tay;Carassius.carassius;exotic
Tay;Esox.lucius;native
Tay;Gasterosteus.aculeatus;native
Tay;Lampetra.fluviatilis;native
Tay;Lampetra.planeri;native
Tay;Leuciscus.idus;exotic
Tay;Oncorhynchus.mykiss;exotic
Tay;Osmerus.eperlanus;native
Tay;Perca.fluviatilis;native
Tay;Petromyzon.marinus;native
Tay;Phoxinus.phoxinus;native
Tay;Platichthys.flesus;native
Tay;Pomatoschistus.microps;native
Tay;Rutilus.rutilus;native
Tay;Salmo.salar;native
Tay;Salmo.trutta;native
Tay;Salvelinus.alpinus.alpinus;native
Tay;Salvelinus.fontinalis;exotic
Tay;Thymallus.thymallus;exotic
Tay;Tinca.tinca;native
Taz;Acipenser.baerii;native
Taz;Barbatula.toni;native
Taz;Brachymystax.lenok;native
Taz;Carassius.auratus;native
Taz;Carassius.carassius;native
Taz;Cobitis.melanoleuca.melanoleuca;native
Taz;Coregonus.autumnalis;native
Taz;Coregonus.lavaretus;native
Taz;Coregonus.muksun;native
Taz;Coregonus.nasus;native
Taz;Coregonus.peled;native
Taz;Coregonus.sardinella;native
Taz;Coregonus.tugun.tugun;native
Taz;Cottus.poecilopus;native
Taz;Cottus.sibiricus;native
Taz;Esox.lucius;native
Taz;Gobio.gobio;native
Taz;Gymnocephalus.cernua;native
Taz;Hucho.taimen;native
Taz;Lethenteron.kessleri;native
Taz;Leuciscus.idus;native
Taz;Leuciscus.leuciscus;native
Taz;Lota.lota;native
Taz;Osmerus.mordax.mordax;native
Taz;Perca.fluviatilis;native
Taz;Rhynchocypris.czekanowskii;native
Taz;Rhynchocypris.percnurus;native
Taz;Phoxinus.phoxinus;native
Taz;Pungitius.pungitius;native
Taz;Rutilus.rutilus;native
Taz;Salvelinus.alpinus.alpinus;native
Taz;Stenodus.leucichthys;native
Taz;Thymallus.arcticus;native
Taz;Myoxocephalus.quadricornis;native
Tchad;Alestes.baremoze;native
Tchad;Alestes.dentex;native
Tchad;Andersonia.leptura;native
Tchad;Aphyosemion.bualanum;native
Tchad;Aplocheilichthys.kingii;native
Tchad;Poropanchax.normani;native
Tchad;Micropanchax.pfaffi;native
Tchad;Auchenoglanis.biscutatus;native
Tchad;Auchenoglanis.occidentalis;native
Tchad;Bagrus.bajad;native
Tchad;Bagrus.docmak;native
Tchad;Barbus.anema;native
Tchad;Barbus.baudoni;native
Tchad;Barbus.bynni;native
Tchad;Barbus.callipterus;native
Tchad;Barbus.chlorotaenia;native
Tchad;Barbus.leonensis;native
Tchad;Barbus.macrops;native
Tchad;Barbus.perince;native
Tchad;Clypeobarbus.pleuropholis;native
Tchad;Barbus.pumilus;native
Tchad;Barbus.stigmatopygus;native
Tchad;Barbus.zalbiensis;native
Tchad;Brienomyrus.niger;native
Tchad;Brycinus.macrolepidotus;native
Tchad;Brycinus.nurse;native
Tchad;Campylomormyrus.tamandua;native
Tchad;Chiloglanis.batesii;native
Tchad;Chrysichthys.auratus;native
Tchad;Citharinops.distichodoides;native
Tchad;Citharinus.citharus;native
Tchad;Citharinus.latus;native
Tchad;Clarias.albopunctatus;native
Tchad;Clarias.anguillaris;native
Tchad;Clarias.gariepinus;native
Tchad;Clarotes.laticeps;native
Tchad;Ctenopoma.muriei;native
Tchad;Ctenopoma.petherici;native
Tchad;Distichodus.brevipinnis;native
Tchad;Distichodus.engycephalus;native
Tchad;Distichodus.rostratus;native
Tchad;Epiplatys.bifasciatus;native
Tchad;Epiplatys.spilargyreius;native
Tchad;Fundulopanchax.gardneri;native
Tchad;Garra.dembeensis;native
Tchad;Garra.quadrimaculata;native
Tchad;Gnathonemus.petersii;native
Tchad;Gymnarchus.niloticus;native
Tchad;Astatotilapia.bloyeti;native
Tchad;Hemichromis.bimaculatus;native
Tchad;Hemichromis.fasciatus;native
Tchad;Hepsetus.odoe;native
Tchad;Heterobranchus.bidorsalis;native
Tchad;Heterobranchus.longifilis;native
Tchad;Hippopotamyrus.pictus;native
Tchad;Hydrocynus.brevis;native
Tchad;Hydrocynus.forskahlii;native
Tchad;Hydrocynus.vittatus;native
Tchad;Hyperopisus.bebe;native
Tchad;Ichthyborus.besse;native
Tchad;Kribia.nana;native
Tchad;Labeo.coubie;native
Tchad;Labeo.parvus;native
Tchad;Labeo.senegalensis;native
Tchad;Lates.niloticus;native
Tchad;Leptocypris.niloticus;native
Tchad;Malapterurus.electricus;native
Tchad;Marcusenius.cyprinoides;native
Tchad;Marcusenius.senegalensis;native
Tchad;Mastacembelus.congicus;native
Tchad;Mastacembelus.cryptacanthus;native
Tchad;Micralestes.elongatus;native
Tchad;Micralestes.humilis;native
Tchad;Microctenopoma.congicum;native
Tchad;Microctenopoma.lineatum;native
Tchad;Mochokus.brevis;native
Tchad;Mochokus.niloticus;native
Tchad;Mormyrops.anguilloides;native
Tchad;Mormyrops.engystoma;native
Tchad;Mormyrus.hasselquistii;native
Tchad;Mormyrus.rume;native
Tchad;Nannaethiops.unitaeniatus;native
Tchad;Nannocharax.ansorgii;native
Tchad;Nannocharax.fasciatus;native
Tchad;Nannocharax.lineomaculatus;native
Tchad;Nannocharax.occidentalis;native
Tchad;Neolebias.unifasciatus;native
Tchad;Pronothobranchius.kiyawensis;native
Tchad;Nothobranchius.rubroreticulatus;native
Tchad;Oreochromis.aureus;native
Tchad;Oreochromis.niloticus;native
Tchad;Parachanna.obscura;native
Tchad;Paradistichodus.dimidiatus;native
Tchad;Parailia.pellucida;native
Tchad;Pellonula.leonensis;native
Tchad;Petrocephalus.bane;native
Tchad;Petrocephalus.bovei;native
Tchad;Petrocephalus.soudanensis;native
Tchad;Pimelodus.blochii;native
Tchad;Pollimyrus.isidori;native
Tchad;Polypterus.bichir;native
Tchad;Polypterus.endlicherii;native
Tchad;Polypterus.senegalus;native
Tchad;Protopterus.annectens;native
Tchad;Raiamas.nigeriensis;native
Tchad;Raiamas.senegalensis;native
Tchad;Rhabdalestes.brevidorsalis;native
Tchad;Rhabdalestes.septentrionalis;native
Tchad;Sarotherodon.galilaeus;native
Tchad;Schilbe.intermedius;native
Tchad;Schilbe.mystus;native
Tchad;Schilbe.uranoscopus;native
Tchad;Siluranodon.auritus;native
Tchad;Synodontis.batensoda;native
Tchad;Synodontis.budgetti;native
Tchad;Synodontis.courteti;native
Tchad;Synodontis.eupterus;native
Tchad;Synodontis.filamentosus;native
Tchad;Synodontis.frontosus;native
Tchad;Synodontis.membranacea;native
Tchad;Synodontis.nigrita;native
Tchad;Synodontis.schall;native
Tchad;Synodontis.sorex;native
Tchad;Synodontis.violaceus;native
Tchad;Tetraodon.lineatus;native
Tchad;Tilapia.dageti;native
Tchad;Tilapia.zillii;native
Tchad;Tylochromis.sudanensis;native
Tchad;Xenomystus.nigri;native
Tchegitun;Coregonus.laurettae;native
Tchegitun;Coregonus.lavaretus;native
Tchegitun;Coregonus.nasus;native
Tchegitun;Coregonus.sardinella;native
Tchegitun;Cottus.cognatus;native
Tchegitun;Hypomesus.olidus;native
Tchegitun;Lethenteron.kessleri;native
Tchegitun;Lota.lota;native
Tchegitun;Oncorhynchus.gorbuscha;native
Tchegitun;Oncorhynchus.keta;native
Tchegitun;Oncorhynchus.kisutch;native
Tchegitun;Oncorhynchus.nerka;native
Tchegitun;Oncorhynchus.tshawytscha;native
Tchegitun;Osmerus.mordax.mordax;native
Tchegitun;Prosopium.cylindraceum;native
Tchegitun;Pungitius.platygaster;native
Tchegitun;Salvelinus.alpinus.alpinus;native
Tchegitun;Salvelinus.malma;native
Tchegitun;Salvelinus.taranetzi;native
Tchegitun;Stenodus.leucichthys;native
Tchegitun;Thymallus.arcticus;native
Tchegitun;Myoxocephalus.quadricornis;native
Te.Awainanga;Aldrichetta.forsteri;native
Te.Awainanga;Anguilla.australis.australis;native
Te.Awainanga;Anguilla.dieffenbachii;native
Te.Awainanga;Galaxias.argenteus;native
Te.Awainanga;Galaxias.brevipinnis;native
Te.Awainanga;Galaxias.fasciatus;native
Te.Awainanga;Galaxias.maculatus;native
Te.Awainanga;Gobiomorphus.huttoni;native
Te.Awainanga;Retropinna.retropinna;native
Tees;Abramis.brama;native
Tees;Anguilla.anguilla;native
Tees;Barbatula.barbatula;native
Tees;Barbus.barbus;exotic
Tees;Carassius.carassius;exotic
Tees;Chelon.labrosus;native
Tees;Cottus.gobio;native
Tees;Cyprinus.carpio;exotic
Tees;Dicentrarchus.labrax;native
Tees;Esox.lucius;native
Tees;Gasterosteus.aculeatus;native
Tees;Gobio.gobio;native
Tees;Gymnocephalus.cernua;exotic
Tees;Lampetra.fluviatilis;native
Tees;Lampetra.planeri;native
Tees;Squalius.cephalus;native
Tees;Leuciscus.leuciscus;native
Tees;Liza.ramada;native
Tees;Oncorhynchus.mykiss;exotic
Tees;Osmerus.eperlanus;native
Tees;Perca.fluviatilis;native
Tees;Petromyzon.marinus;native
Tees;Phoxinus.phoxinus;native
Tees;Platichthys.flesus;native
Tees;Rutilus.rutilus;native
Tees;Salmo.salar;native
Tees;Salmo.trutta;native
Tees;Scardinius.erythrophthalmus;native
Tees;Thymallus.thymallus;exotic
Tees;Tinca.tinca;native
Tehuantepec;Agonostomus.monticola;native
Tehuantepec;Amphilophus.macracanthus;native
Tehuantepec;Anableps.dowei;native
Tehuantepec;Astyanax.fasciatus;native
Tehuantepec;Brachyrhaphis.hartwegi;native
Tehuantepec;Cichlasoma.trimaculatum;native
Tehuantepec;Cyprinus.carpio;exotic
Tehuantepec;Dormitator.maculatus;native
Tehuantepec;Elops.affinis;native
Tehuantepec;Gymnotus.cylindricus;native
Tehuantepec;Ophisternon.aenigmaticum;native
Tehuantepec;Oreochromis.mossambicus;exotic
Tehuantepec;Oreochromis.niloticus;exotic
Tehuantepec;Oreochromis.urolepis;exotic
Tehuantepec;Poecilia.butleri;native
Tehuantepec;Poecilia.reticulata;exotic
Tehuantepec;Poecilia.sphenops;native
Tehuantepec;Poeciliopsis.fasciata;native
Tehuantepec;Poeciliopsis.gracilis;native
Tehuantepec;Poeciliopsis.turrubarensis;native
Tehuantepec;Profundulus.punctatus;native
Tehuantepec;Rhamdia.quelen;native
Tehuantepec;Rhamdia.parryi;native
Tehuantepec;Roeboides.guatemalensis;native
Tehuantepec;Sicydium.multipunctatum;native
Tehuantepec;Synbranchus.marmoratus;native
Tehuantepec;Tilapia.rendalli;exotic
Tehuantepec;Paraneetroplus.guttulatus;native
Teifi;Abramis.brama;exotic
Teifi;Acipenser.sturio;native
Teifi;Alosa.alosa;native
Teifi;Alosa.fallax;native
Teifi;Anguilla.anguilla;native
Teifi;Barbatula.barbatula;native
Teifi;Cottus.gobio;native
Teifi;Cyprinus.carpio;exotic
Teifi;Dicentrarchus.labrax;native
Teifi;Esox.lucius;native
Teifi;Gasterosteus.aculeatus;native
Teifi;Lampetra.fluviatilis;native
Teifi;Lampetra.planeri;native
Teifi;Oncorhynchus.mykiss;exotic
Teifi;Perca.fluviatilis;native
Teifi;Petromyzon.marinus;native
Teifi;Phoxinus.phoxinus;native
Teifi;Platichthys.flesus;native
Teifi;Rutilus.rutilus;native
Teifi;Salmo.salar;native
Teifi;Salmo.trutta;native
Teifi;Scardinius.erythrophthalmus;native
Teifi;Tinca.tinca;native
Tekek;Ambassis.interrupta;native
Tekek;Dermogenys.pusilla;native
Tekek;Glossogobius.aureus;native
Tekek;Ophiocara.porocephala;native
Tekek;Periophthalmus.argentilineatus;native
Tekek;Puntius.lateristriga;native
Tekek;Redigobius.balteatus;native
Tekek;Terapon.jarbua;native
Tekek;Zenarchopterus.gilli;native
Temash;Amphilophus.robertsoni;native
Temash;Cryptoheros.spilurus;native
Temash;Belonesox.belizanus;native
Temash;Brycon.guatemalensis;native
Temash;Cichlasoma.bocourti;native
Temash;Cichlasoma.salvini;native
Temash;Eleotris.amblyopsis;native
Temash;Gambusia.luma;native
Temash;Gambusia.nicaraguensis;native
Temash;Poecilia.mexicana;native
Temash;Cynodonichthys.tenuis;native
Temash;Ariopsis.assimilis;native
Temash;Thorichthys.aureus;native
Temash;Theraps.godmanni;native
Temash;Paraneetroplus.maculicauda;native
Temash;Xiphophorus.hellerii;native
Tempisque;Alfaro.cultratus;native
Tempisque;Amphilophus.alfari;native
Tempisque;Amphilophus.longimanus;native
Tempisque;Amatitlania.nigrofasciata;native
Tempisque;Astyanax.fasciatus;native
Tempisque;Awaous.banana;native
Tempisque;Brachyrhaphis.rhabdophora;native
Tempisque;Bryconamericus.scleroparius;native
Tempisque;Dormitator.latifrons;native
Tempisque;Dormitator.maculatus;native
Tempisque;Eleotris.picta;native
Tempisque;Gobiomorus.polylepis;native
Tempisque;Gymnotus.cylindricus;native
Tempisque;Gymnotus.maculosus;native
Tempisque;Hemieleotris.latifasciata;native
Tempisque;Archocentrus.multispinosus;native
Tempisque;Parachromis.dovii;native
Tempisque;Phallichthys.amates;native
Tempisque;Poecilia.gillii;native
Tempisque;Poeciliopsis.turrubarensis;native
Tempisque;Pristis.pristis;native
Tempisque;Rhamdia.nicaraguensis;native
Tempisque;Rhamdia.quelen;native
Tempisque;Roeboides.bouchellei;native
Tempisque;Roeboides.guatemalensis;native
Tempisque;Ariopsis.guatemalensis;native
Tempisque;Sicydium.salvini;native
Tempisque;Synbranchus.marmoratus;native
Tensift;Barbus.fritschii;native
Tensift;Barbus.harterti;native
Tensift;Barbus.nasus;native
Tensift;Barbus.reinii;native
Tensift;Cyprinus.carpio;exotic
Tensift;Varicorhinus.maroccanus;native
Ter;Anguilla.anguilla;native
Ter;Aphanius.iberus;native
Ter;Barbatula.barbatula;native
Ter;Luciobarbus.graellsii;native
Ter;Barbus.meridionalis;native
Ter;Cyprinus.carpio;exotic
Ter;Gambusia.holbrooki;exotic
Ter;Lepomis.gibbosus;exotic
Ter;Squalius.cephalus;native
Ter;Micropterus.salmoides;exotic
Ter;Perca.fluviatilis;exotic
Ter;Rutilus.rutilus;exotic
Ter;Salaria.fluviatilis;native
Ter;Salmo.trutta;native
Ter;Scardinius.erythrophthalmus;exotic
Terek;Abramis.brama;native
Terek;Acipenser.gueldenstaedtii;native
Terek;Acipenser.nudiventris;native
Terek;Acipenser.ruthenus;native
Terek;Acipenser.stellatus;native
Terek;Alburnoides.bipunctatus;native
Terek;Alburnus.alburnus;native
Terek;Alosa.caspia.caspia;native
Terek;Alosa.kessleri;native
Terek;Hypophthalmichthys.nobilis;exotic
Terek;Ballerus.ballerus;native
Terek;Barbatula.barbatula;native
Terek;Oxynoemacheilus.merga;native
Terek;Luciobarbus.brachycephalus;native
Terek;Luciobarbus.capito;native
Terek;Barbus.ciscaucasicus;native
Terek;Benthophilus.baeri;native
Terek;Benthophilus.granulosus;native
Terek;Benthophilus.magistri;native
Terek;Benthophilus.stellatus;native
Terek;Blicca.bjoerkna;native
Terek;Carassius.auratus;exotic
Terek;Carassius.carassius;native
Terek;Caspiomyzon.wagneri;native
Terek;Caspiosoma.caspium;native
Terek;Alburnus.chalcoides;native
Terek;Chondrostoma.oxyrhynchum;native
Terek;Clupeonella.cultriventris;native
Terek;Cobitis.taenia;native
Terek;Ctenopharyngodon.idella;exotic
Terek;Cyprinus.carpio;native
Terek;Esox.lucius;native
Terek;Gobio.gobio;native
Terek;Gymnocephalus.cernua;native
Terek;Knipowitschia.caucasica;native
Terek;Knipowitschia.longecaudata;native
Terek;Leucaspius.delineatus;native
Terek;Squalius.cephalus;native
Terek;Leuciscus.idus;native
Terek;Leuciscus.leuciscus;native
Terek;Misgurnus.fossilis;native
Terek;Neogobius.fluviatilis;native
Terek;Babka.gymnotrachelus;native
Terek;Ponticola.gorlap;native
Terek;Neogobius.melanostomus;native
Terek;Pelecus.cultratus;native
Terek;Perca.fluviatilis;native
Terek;Proterorhinus.marmoratus;native
Terek;Pungitius.platygaster;native
Terek;Romanogobio.ciscaucasicus;native
Terek;Rutilus.frisii;native
Terek;Rutilus.rutilus;native
Terek;Sabanejewia.caucasica;native
Terek;Salmo.trutta;native
Terek;Sander.lucioperca;native
Terek;Sander.volgensis;native
Terek;Scardinius.erythrophthalmus;native
Terek;Silurus.glanis;native
Terek;Syngnathus.abaster;native
Terek;Tinca.tinca;native
Terek;Vimba.vimba;native
Terraba;Amphilophus.altifrons;native
Terraba;Amphilophus.diquis;native
Terraba;Cryptoheros.sajica;native
Terraba;Astyanax.fasciatus;native
Terraba;Awaous.banana;native
Terraba;Brachyrhaphis.rhabdophora;native
Terraba;Brachyrhaphis.terrabensis;native
Terraba;Brycon.behreae;native
Terraba;Bryconamericus.terrabensis;native
Terraba;Dormitator.maculatus;native
Terraba;Eleotris.picta;native
Terraba;Hemieleotris.latifasciata;native
Terraba;Hyphessobrycon.savagei;native
Terraba;Hypostomus.plecostomus;native
Terraba;Imparfinis.lineatus;native
Terraba;Piabucina.boruca;native
Terraba;Pimelodella.chagresi;native
Terraba;Poecilia.gillii;native
Terraba;Poeciliopsis.paucimaculata;native
Terraba;Poeciliopsis.retropinna;native
Terraba;Pseudocheirodon.terrabae;native
Terraba;Pterobrycon.myrnae;native
Terraba;Rhamdia.laticauda;native
Terraba;Rhamdia.quelen;native
Terraba;Cynodonichthys.glaucus;native
Terraba;Cynodonichthys.uroflammeus;native
Terraba;Roeboides.ilseae;native
Terraba;Sicydium.salvini;native
Terraba;Synbranchus.marmoratus;native
Terraba;Tomocichla.sieboldii;native
Terraba;Trichomycterus.striatus;native
Tet;Abramis.brama;native
Tet;Alburnus.alburnus;native
Tet;Anguilla.anguilla;native
Tet;Aphanius.iberus;native
Tet;Barbatula.barbatula;native
Tet;Barbus.barbus;native
Tet;Barbus.meridionalis;native
Tet;Carassius.auratus;exotic
Tet;Carassius.carassius;exotic
Tet;Carassius.gibelio;exotic
Tet;Cobitis.taenia;native
Tet;Cyprinus.carpio;exotic
Tet;Esox.lucius;native
Tet;Gambusia.affinis;exotic
Tet;Gasterosteus.aculeatus;native
Tet;Gobio.gobio;native
Tet;Lepomis.gibbosus;exotic
Tet;Squalius.cephalus;native
Tet;Leuciscus.leuciscus;native
Tet;Liza.ramada;native
Tet;Mugil.cephalus;native
Tet;Oncorhynchus.mykiss;exotic
Tet;Perca.fluviatilis;exotic
Tet;Phoxinus.phoxinus;native
Tet;Pomatoschistus.microps;native
Tet;Rutilus.rutilus;native
Tet;Salaria.fluviatilis;native
Tet;Salmo.trutta;native
Tet;Salvelinus.alpinus.alpinus;exotic
Tet;Sander.lucioperca;exotic
Tet;Scardinius.erythrophthalmus;native
Tet;Tinca.tinca;native
Tet;Valencia.hispanica;native
Tevere;Alburnus.arborella;exotic
Tevere;Alosa.fallax;native
Tevere;Ameiurus.melas;exotic
Tevere;Anguilla.anguilla;native
Tevere;Atherina.boyeri;exotic
Tevere;Barbus.barbus;exotic
Tevere;Barbus.plebejus;exotic
Tevere;Barbus.tyberinus;native
Tevere;Carassius.auratus;exotic
Tevere;Protochondrostoma.genei;exotic
Tevere;Chondrostoma.soetta;exotic
Tevere;Cobitis.taenia;exotic
Tevere;Coregonus.lavaretus;exotic
Tevere;Cottus.gobio;native
Tevere;Ctenopharyngodon.idella;exotic
Tevere;Cyprinus.carpio;exotic
Tevere;Dicentrarchus.labrax;native
Tevere;Esox.lucius;native
Tevere;Gambusia.holbrooki;exotic
Tevere;Gasterosteus.aculeatus;native
Tevere;Gobio.gobio;exotic
Tevere;Gymnocephalus.cernua;exotic
Tevere;Knipowitschia.panizzae;exotic
Tevere;Lepomis.gibbosus;exotic
Tevere;Squalius.cephalus;native
Tevere;Telestes.souffia;native
Tevere;Liza.ramada;native
Tevere;Micropterus.salmoides;exotic
Tevere;Mugil.cephalus;native
Tevere;Oncorhynchus.mykiss;exotic
Tevere;Padogobius.bonelli;exotic
Tevere;Padogobius.nigricans;native
Tevere;Perca.fluviatilis;exotic
Tevere;Petromyzon.marinus;native
Tevere;Pseudorasbora.parva;exotic
Tevere;Rutilus.aula;exotic
Tevere;Rutilus.rubilio;native
Tevere;Salmo.marmoratus;exotic
Tevere;Salmo.trutta;exotic
Tevere;Sander.lucioperca;exotic
Tevere;Scardinius.erythrophthalmus;exotic
Tevere;Squalius.lucumonis;native
Tevere;Thymallus.thymallus;exotic
Tevere;Tinca.tinca;native
Thames.UK;Abramis.brama;native
Thames.UK;Alburnus.alburnus;native
Thames.UK;Alosa.alosa;native
Thames.UK;Alosa.fallax;native
Thames.UK;Ambloplites.rupestris;exotic
Thames.UK;Anguilla.anguilla;native
Thames.UK;Barbatula.barbatula;native
Thames.UK;Barbus.barbus;native
Thames.UK;Carassius.auratus;exotic
Thames.UK;Carassius.carassius;exotic
Thames.UK;Cottus.gobio;native
Thames.UK;Cyprinus.carpio;exotic
Thames.UK;Dicentrarchus.labrax;native
Thames.UK;Esox.lucius;native
Thames.UK;Gasterosteus.aculeatus;native
Thames.UK;Gobio.gobio;native
Thames.UK;Gymnocephalus.cernua;exotic
Thames.UK;Lampetra.fluviatilis;native
Thames.UK;Lampetra.planeri;native
Thames.UK;Lepomis.gibbosus;exotic
Thames.UK;Squalius.cephalus;native
Thames.UK;Leuciscus.idus;exotic
Thames.UK;Leuciscus.leuciscus;native
Thames.UK;Liza.ramada;native
Thames.UK;Micropterus.salmoides;exotic
Thames.UK;Oncorhynchus.mykiss;exotic
Thames.UK;Osmerus.eperlanus;native
Thames.UK;Perca.fluviatilis;native
Thames.UK;Petromyzon.marinus;native
Thames.UK;Phoxinus.phoxinus;native
Thames.UK;Platichthys.flesus;native
Thames.UK;Pseudorasbora.parva;exotic
Thames.UK;Pungitius.pungitius;native
Thames.UK;Rhodeus.sericeus;exotic
Thames.UK;Rutilus.rutilus;native
Thames.UK;Salmo.salar;native
Thames.UK;Salmo.trutta;native
Thames.UK;Sander.lucioperca;exotic
Thames.UK;Scardinius.erythrophthalmus;native
Thames.UK;Silurus.glanis;exotic
Thames.UK;Thymallus.thymallus;exotic
Thames.UK;Tinca.tinca;native
Thames.USA;Alosa.aestivalis;native
Thames.USA;Alosa.mediocris;native
Thames.USA;Alosa.pseudoharengus;native
Thames.USA;Alosa.sapidissima;native
Thames.USA;Ambloplites.rupestris;exotic
Thames.USA;Ameiurus.catus;exotic
Thames.USA;Ameiurus.natalis;native
Thames.USA;Ameiurus.nebulosus;native
Thames.USA;Anguilla.rostrata;native
Thames.USA;Apeltes.quadracus;native
Thames.USA;Aphredoderus.sayanus;native
Thames.USA;Carassius.auratus;exotic
Thames.USA;Catostomus.commersonii;native
Thames.USA;Cottus.cognatus;native
Thames.USA;Cyprinodon.variegatus.variegatus;native
Thames.USA;Cyprinus.carpio;exotic
Thames.USA;Dorosoma.cepedianum;native
Thames.USA;Enneacanthus.obesus;native
Thames.USA;Erimyzon.oblongus;native
Thames.USA;Esox.americanus.americanus;native
Thames.USA;Esox.lucius;exotic
Thames.USA;Esox.niger;native
Thames.USA;Etheostoma.fusiforme;native
Thames.USA;Etheostoma.olmstedi;native
Thames.USA;Fundulus.diaphanus.diaphanus;native
Thames.USA;Fundulus.heteroclitus.heteroclitus;native
Thames.USA;Lepomis.auritus;native
Thames.USA;Lepomis.cyanellus;exotic
